X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32
9.33%,156868,156838,"$24,750","$24,750","$1,150", 36 months,B,B3,dial seven limo servive,4 years,RENT,60000,not verified,Nov-07,"Last year I got sick and had to go under surgery. While I was out of work Credit Card debt piled up .I tried to keep balance lower by borrowing money from my family members. Now I have decided to get some loan to payback to my family and credit cards and get rid of high interest rates. My family helped me a lot, and I don't want them to suffer because of me any more. I don't want to keep paying high interest rate and deal with lots of different banks. Therefore, I want to get a single loan from one institute and consolidate all my debt in one loan and make just one payment every month. I have started my work again for few months now and things are back on track.  One of my friend found this site online and suggested me to try here. Please understand my situation and help out.  thanks for reading.",debt_consolidation,high interest rate is killing me,113xx,NY,0.82,0,Feb-02,0,0,0,8,0,916,6.80%,8,f
9.01%,157169,157162,"$25,000","$25,000",$500, 36 months,B,B2,SmartProperties.org Construction,10+ years,MORTGAGE,616000,not verified,Nov-07,"Loan needed to purchase a vacant lot near Disney World in Orlando.  This will be a cash purchase, but will need to borrow the additional money to complete the purchase.  We are a builder and will be building a home on the lot.  ",small_business,Purchasing a Vacant Lot near Disney,328xx,FL,3.83,0,Nov-97,5,0,0,12,0,148829,6.60%,43,f
8.70%,157768,157765,"$4,000","$4,000",$437, 36 months,B,B1,Houston Independant School District,1 year,RENT,44000,not verified,Dec-07," I had some college debt previous to marriage that I wanted to handle on my own, unfortunately I was only paying the minimum at the time and it kept growing.  I am now in a decent job, and I'd like to get a better rate and just take care of this in a year to a year and a half of payments without having my wife have to help at all because it is my debt from prior to our getting together.",credit_card,"Wife is pregant, must lower APR!",770xx,TX,18.71,0,Dec-97,0,29,0,14,0,3209,12.60%,37,f
10.91%,158289,158286,"$9,000","$9,000",$758, 36 months,C,C3,Snelson Co. inc,< 1 year,RENT,80000,not verified,Dec-07,to pay off a high rate credit card and auto loan,credit_card,consolidate,110xx,NY,17.17,0,May-97,0,34,0,7,0,7570,82.30%,16,f
10.91%,158706,158450,"$12,375","$12,375","$1,000", 36 months,C,C3,Fullmoon Software,2 years,RENT,80000,not verified,Dec-07,"Simply looking to pay off credit cards, consolidating balances, and reduce the debt carrying costs.  The banking industry and it's credit card cartel are insidious. I believe history will judge this business harshly, for their monopoly position in the electronic payments space with only the appearance of competition, and for the harm their business model inflicts on a massive scale.    I'm clearly a little unhappy with these folks, their policies and my recent customer service interactions with them have driven me here.  I'm considering liquidating some assets just to be done with them.  The ways they have come up with to gouge their customers are absolutely unbelievable.  At this point I plan on being done with them as soon as possible, one way or another, and I'd much rather pay interest to individual investors than these bottom feeders.",debt_consolidation,no credit cards for me,201xx,VA,9.23,0,Dec-00,0,0,103,4,1,13126,96.50%,4,f
11.86%,159468,154318,"$12,000","$12,000","$1,900", 36 months,D,D1,Wyndham Worldwide,2 years,MORTGAGE,150000,not verified,Dec-07,"Consolidating high interest cards of wife's and my own and looking to pay them off faster, by not accumulating the high interest expense each month.  Excellent income for both of us and we have never missed or been late on payments.  March 2008 bonus and tax refund to pay off remaining balances on other cards and free up additional cash flow for this loan. ",debt_consolidation,"Out With Old, In With New Lower Interest",079xx,NJ,20.48,0,Sep-95,1,0,0,16,0,66654,51.60%,34,f
7.43%,159665,159644,"$5,750","$5,750","$1,606", 36 months,A,A2,,< 1 year,RENT,95000,not verified,Dec-07,Hello I am consolidating credit card debts into a lower interest rate 3-year loan. ,debt_consolidation,Debt Consolidation,024xx,MA,1.2,0,May-63,0,0,0,4,0,50,0.30%,6,f
10.28%,159713,159659,$900,$900,$650, 36 months,C,C1,Firehouse Subs,3 years,RENT,12000,not verified,Nov-07,"I need to began buying books, parking passes and pay a percent of my tuition with this loan for the upcoming school semester.",educational,School loan,320xx,FL,16.7,0,Mar-02,3,0,0,4,0,3084,65.60%,4,f
9.96%,161187,160991,"$12,950","$12,950","$1,000", 36 months,B,B5,,< 1 year,MORTGAGE,92000,not verified,Dec-07,"I have been involved with a local recording studio for over 20 years. During that time, the one thing clients have continually complained about is the lack of rehearsal space. Armed with a list of 8 bands committed to renting space (enough income to pay the lease and utilities for commercial space), the business was started. However, to make a profit, additional construction must be done in the leased commercial property.  While I think I could have aquired a loan from a variety of other sources, I have been curious about Lending Club for some time now. If all goes well, I may become a lender.",small_business,Financing for New Business,201xx,VA,6.48,0,Jul-92,1,0,0,10,0,2598,23.80%,15,f
10.59%,163627,163621,"$4,000","$4,000",$972, 36 months,C,C2,Washington State Employment Security Department,3 years,RENT,62000,not verified,Dec-07,I had the highest rate card almost paid off this summer but had a motorcycle accident and ended up having to use this card in an emergency to get the bike 600 miles back to my home and to get it fixed since it is my preferred transportation since it gets very good gas mileage.  My goal is to get this card to a zero balance.  I have 2 more cards that I would like to pay off as the interest rates are near 20%.  This ties inwith my future goals of eliminating credit card debt and purchasing a house in late 2008 or 2009 or whenever the market indicators for housing start to turn more positive.  I've already cut up the cards so they will just be open credit lines to enhance my credit history when they are paid off.  The extra money I save in interest will go towards paying for my colleges classes.  I was accepted to Indiana University's distance learning program and want to focus on finishing my last year of college and paying down debt the next year(I left school to for a tech job in the mid 90's)     I'm employed by Washington state as a computer systems administrator/supervisor.  My job is vary stable and I will be receiving 2 raises in the next 8 months which will more than cover any payments I accrue here.  March will be 5% and July an additional 2%.  Thank you,credit_card,Consolidating high interest debt,985xx,WA,17.81,0,Jul-90,2,32,0,15,0,18168,68.50%,30,f
11.22%,163758,163445,"$3,000","$3,000",$512, 36 months,C,C4,Visions In Vinyl,10+ years,MORTGAGE,32904,not verified,Dec-07,I am looking for a personal loan so that I am able to pay the property taxes on our house.,other,Personal Line of Credit,300xx,GA,22.79,0,Mar-82,2,0,0,7,0,24218,85.30%,7,f
8.07%,164346,163835,$500,$500,$400, 36 months,A,A4,,< 1 year,RENT,18000,not verified,Nov-07,"I currently live with my parents, study, and work part-time. The money will be used as additional funding to purchase a new computer .",other,buying a new computer,112xx,NY,4.27,0,Nov-03,0,0,0,4,0,0,0%,4,f
10.91%,164741,164738,"$16,000","$16,000",$536, 36 months,C,C3,Sterne Agee,< 1 year,RENT,200000,not verified,Dec-07,"I am a securities analyst. I was unemployed over the summer and as a result my credit card balances are unusually high, which in turn has caused one of my credit cards to raise the interest rate to 28% even though I have never been late with a payment and always pay more than the minimum amount due. (I have reviewed my credit reports and the reason my credit score declined this year was solely due to increased usage of credit card lines, which was purely a function of not having an income for much of the year). I have a clean credit history, and I have never failed to repay a debt on time and in full. Also, my income is actually likely to be higher than indicated; I only included my base salary but annual bonuses typically equal 50%-200% of base salary in my job. However, having just started at a new firm I will not receive a full year's bonus at year end, so I figured I'd see if I can borrow at a more reasonable rate at LendingClub.",credit_card,Refinancing Credit Card,100xx,NY,10.7,0,Nov-87,1,59,0,9,0,72303,73.70%,33,f
8.70%,164792,153157,"$17,600","$17,600","$1,000", 36 months,B,B1,UBS AG,1 year,RENT,153000,not verified,Dec-07,"I am paying off the balance on my Mum's emergency hysterectomy which I have been making payments on for the past two years. The hospital has offered me a 25% discount if I pay off the entire balance in full.   I am an investment banker working for a top 10 global bank for almost two years now, my position is both permanent and pensionable. My annual income last year was $153K including an annual bonus of $84K.  I have never been late on a payment in my life and have no debt besides this bill. I pay off all of my credit card balances in full every month.   Monthly net income: $ 5300 (minus bonus)  Monthly expenses: $  Housing: $ 920 Transportation : $ 80 (I use public transport) Utilities: $ 448 Phone, cable, internet: $ 78 Food, entertainment: $ 540 Clothing, household expenses $ 300 Credit cards and other loans: $ 0 Younger brother's college tuition: $2,000 (I save this amount monthly and pay per semester) Other expenses: $ 0 Leftover for loan: $934 ",medical,Paying off Mum's surgery,232xx,VA,0.12,0,Oct-04,0,0,0,6,0,1032,5%,7,f
11.22%,166437,166419,"$9,600","$9,600",$675, 36 months,C,C4,Fidelity Investments,1 year,RENT,42500,not verified,Dec-07,"I would like to obtain between 5,000 and 8,000 for an engagement ring.",wedding,money for engagement ring,027xx,MA,14.6,0,Dec-97,1,33,0,6,0,133,4.20%,20,f
11.54%,166534,163941,"$16,000","$16,000",$185, 36 months,C,C5,balans,4 years,RENT,44400,not verified,Dec-07,i just wanna pay all my credit cards .so i can have only 1 payment with less finance charge.,debt_consolidation,Personal Loan,331xx,FL,12.16,2,Jan-02,1,6,0,15,0,34023,57.70%,19,f
7.43%,166546,166498,"$3,000","$3,000",$250, 36 months,A,A2,Outreach and Specail Needs,10+ years,RENT,72000,not verified,Nov-07,i NEED TO MOVE,major_purchase,Personal Loan,212xx,MD,11.18,0,Aug-95,5,0,0,8,0,12430,29.60%,14,f
7.75%,166683,163526,"$6,500","$6,500","$1,288", 36 months,A,A3,Barnhill Cintracting Company,10+ years,OWN,48000,not verified,Dec-07,credit card debt consolidation,debt_consolidation,Personal Loan,279xx,NC,13.53,0,Oct-79,3,0,0,24,0,10742,8.90%,43,f
11.86%,166747,166429,"$5,000","$5,000",$350, 36 months,D,D1,SEAFARERS INTERNATIONAL UNION,6 years,OWN,40000,not verified,Dec-07,"would like to consolidate smaller debt into one payment with a low intrest loan, i expect to repay within a year",debt_consolidation,Personal Loan,322xx,FL,7.02,2,Apr-00,0,15,0,5,0,2197,75.80%,13,f
10.28%,167189,167147,"$4,900","$4,900",$225, 36 months,C,C1,Brockport CSD,10+ years,RENT,44000,not verified,Dec-07,I have to make some minor repairs to my house like get a new water heater and furnace. I live in NY and need to have heat to warm up my house. I have obviously built up my credit and would pay back the loan ASAP. I have been re-establishing my credit and will continue to do so. I understand my credit is my life and want to keep it that way. This will be used for my furnace and and new water heater. Thank you to all who help,other,Personal Loan,146xx,NY,15.3,3,Oct-95,1,7,0,4,0,88,23.80%,18,f
